assign_to,second_review,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Re-review,accessed_ok,study_included,model_code_available,reporting_guidelines_mention,covid,sim_software,foss_sim,model_archive,model_repo,model_journal_supp,model_personal_org,model_platform,Available_on_Req,licence_if_code,Notes
TM,,2GBCEFKC,journalArticle,2022,"van de Ven, M.; IJzerman, M.; Retèl, V.; van Harten, W.; Koffijberg, H.",Developing a dynamic simulation model to support the nationwide implementation of whole genome sequencing in lung cancer,BMC Medical Research Methodology,,,10.1186/s12874-022-01571-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127279549&doi=10.1186%2fs12874-022-01571-3&partnerID=40&md5=6ceaa9fe26aae1be9ebbbd80e013959a,"Background: This study shows how dynamic simulation modeling can be applied in the context of the nationwide implementation of Whole Genome Sequencing (WGS) for non-small cell lung cancer (NSCLC) to inform organizational decisions regarding the use of complex and disruptive health technologies and how these decisions affect their potential value. Methods: Using the case of the nationwide implementation of WGS into clinical practice in lung cancer in the Dutch healthcare system, we developed a simulation model to show that including service delivery features across the diagnostic pathway can provide essential insight into the affordability and accessibility of care at the systems level. The model was implemented as a hybrid Agent-Based Model and Discrete-Event Simulation model in AnyLogic and included 78 hospital agents, 7 molecular tumor board agents, 1 WGS facility agent, and 5313 patient agents each year in simulation time. Results: The model included patient and provider heterogeneity, including referral patterns, capacity constraints, and diagnostic workflows. Patient preference and adoption by healthcare professionals were also modeled. The model was used to analyze a scenario in which only academic hospitals have implemented WGS. To prevent delays in the diagnostic pathway, the capacity to sequence at least 1600 biopsies yearly should be present. There is a two-fold increase in mean diagnostic pathway duration between no patients referred or all patients referred for further diagnostics. Conclusions: The systems model can complement conventional health economic evaluations to investigate how the organization of the workflow can influence the actual use and impact of WGS. Insufficient capacity to provide WGS and referral patterns can substantially impact the duration of the diagnostic pathway and thus should be considered in the implementation of WGS. © 2022, The Author(s).",2022,2022-10-26 15:47:45,2022-11-01 12:31:52,,,,1,22,,,,,,,,,,,,,Scopus,,,,,,,,Implementation; Diagnostics; Hybrid; Dynamic simulation modeling; Oncology; Whole genome sequencing; Yes,0,1,1,1,None,0,AnyLogic,0,,,,,AnyLogic Cloud,,,https://cloud.anylogic.com/model/6f5c67f2-1423-422a-be35-63f0f664cc77?mode=SETTINGS
TM,,TFZHF95T,journalArticle,2022,"Xiao, Y.; Yoogalingam, R.",A simulation optimization approach for planning and scheduling in operating rooms for elective and urgent surgeries,Operations Research for Health Care,,,10.1016/j.orhc.2022.100366,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139348377&doi=10.1016%2fj.orhc.2022.100366&partnerID=40&md5=c3a70db885145bf04a21c09c14edbfec,"Improving operating room efficiency has become one of the most important goals for health care providers given growing expenditures in managing hospital operations. Effective appointment schedules, which minimize the cost of patient waiting time and operating room idle time and overtime, play an important role in terms of improving efficiency. The variability inherent in surgical procedure times and random arrival of urgent cases significantly complicates the scheduling process. In this study, we compare several strategies for scheduling outpatient surgical procedures in the presence of urgent arrivals. First, a simulation optimization approach is used to find heuristic solutions for a surgery scheduling problem with a heterogeneous set of elective and urgent procedures in a multiple operating room setting. Second, a discrete-event simulation model is used to numerically evaluate how different sequencing and allocation policies perform for multiple surgery procedure types. Historical surgery procedure data for a hospital providing day surgeries over a two-year period from the Canadian Institute for Health Information (CIHI) database will be used to provide empirical support for the input parameters of the model. © 2022 Elsevier Ltd",2022,2022-10-26 15:47:45,2022-11-01 11:43:11,,,,,35,,,,,,,,,,,,,Scopus,,,,,,,,Simulation optimization; Outpatient surgery; Surgery scheduling; Urgent patients; Yes,0,1,1,0,None,0,Unknown,Unknown,,,,,,,,
TM,,9XWKMG7H,journalArticle,2022,"Tofighi, M.; Asgary, A.; Tofighi, G.; Najafabadi, M.M.; Arino, J.; Amiche, A.; Rahman, A.; McCarthy, Z.; Bragazzi, N.L.; Thommes, E.; Coudeville, L.; Grunnill, M.D.; Bourouiba, L.; Wu, J.",Estimating social contacts in mass gatherings for disease outbreak prevention and management: case of Hajj pilgrimage,"Tropical Diseases, Travel Medicine and Vaccines",,,10.1186/s40794-022-00177-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137228277&doi=10.1186%2fs40794-022-00177-3&partnerID=40&md5=c8215090aa82d03d31520473bcc18686,"Background: Most mass gathering events have been suspended due to the SARS-CoV-2 pandemic. However, with vaccination rollout, whether and how to organize some of these mass gathering events arises as part of the pandemic recovery discussions, and this calls for decision support tools. The Hajj, one of the world's largest religious gatherings, was substantively scaled down in 2020 and 2021 and it is still unclear how it will take place in 2022 and subsequent years. Simulating disease transmission dynamics during the Hajj season under different conditions can provide some insights for better decision-making. Most disease risk assessment models require data on the number and nature of possible close contacts between individuals. Methods: We sought to use integrated agent-based modeling and discrete events simulation techniques to capture risky contacts among the pilgrims and assess different scenarios in one of the Hajj major sites, namely Masjid-Al-Haram. Results: The simulation results showed that a plethora of risky contacts may occur during the rituals. Also, as the total number of pilgrims increases at each site, the number of risky contacts increases, and physical distancing measures may be challenging to maintain beyond a certain number of pilgrims in the site. Conclusions: This study presented a simulation tool that can be relevant for the risk assessment of a variety of (respiratory) infectious diseases, in addition to COVID-19 in the Hajj season. This tool can be expanded to include other contributing elements of disease transmission to quantify the risk of the mass gathering events. © 2022, The Author(s).",2022,2022-10-26 15:47:45,2022-11-01 12:44:28,,,,1,8,,,,,,,,,,,,,Scopus,,,,,,,,COVID-19; Hybrid; Agent-Based Simulation; AnyLogic; Disease Transmission; Hajj; Mass gathering; Social Contacts; Yes,0,1,1,0,None,1,AnyLogic,0,,,,,,,,
TM,,L5CI7F22,journalArticle,2021,"Slocum, R.F.; Jones, H.L.; Fletcher, M.T.; McConnell, B.M.; Hodgson, T.J.; Taheri, J.; Wilson, J.R.",Improving chemotherapy infusion operations through the simulation of scheduling heuristics: a case study,Health Systems,,,10.1080/20476965.2019.1709908,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078891596&doi=10.1080%2f20476965.2019.1709908&partnerID=40&md5=690b20c5b9950c8ee9723365cad539ba,"Over the last decade, chemotherapy treatments have dramatically shifted to outpatient services such that nearly 90% of all infusions are now administered outpatient. This shift has challenged oncology clinics to make chemotherapy treatment as widely available as possible while attempting to treat all patients within a fixed period of time. Historical data from a Veterans Affairs chemotherapy clinic in the United States and staff input informed a discrete event simulation model of the clinic. The case study examines the impact of altering the current schedule, where all patients arrive at 8:00 AM, to a schedule that assigns patients to two or three different appointment times based on the expected length of their chemotherapy infusion. The results identify multiple scheduling policies that could be easily implemented with the best solutions reducing both average patient waiting time and average nurse overtime requirements. © Operational Research Society 2020.",2021,2022-10-26 15:47:41,2022-11-01 9:56:03,,163-178,,3,10,,,,,,,,,,,,,Scopus,,,,,,,,healthcare; Discrete event simulation (DES); scheduling; chemotherapy; Yes,0,1,1,0,None,0,Excel,0,,,,,,,,
TM,TM,J5CLRLCC,journalArticle,2021,"Ordu, M.; Demir, E.; Tofallis, C.; Gunal, M.M.",A novel healthcare resource allocation decision support tool: A forecasting-simulation-optimization approach,Journal of the Operational Research Society,,,10.1080/01605682.2019.1700186,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078948647&doi=10.1080%2f01605682.2019.1700186&partnerID=40&md5=311f81e6f35245d7c90e29091c13266b,"The increasing pressures on the healthcare system in the UK are well documented. The solution lies in making best use of existing resources (e.g. beds), as additional funding is not available. Increasing demand and capacity shortages are experienced across all specialties and services in hospitals. Modelling at this level of detail is a necessity, as all the services are interconnected, and cannot be assumed to be independent of each other. Our review of the literature revealed two facts; First an entire hospital model is rare, and second, use of multiple OR techniques are applied more frequently in recent years. Hybrid models which combine forecasting, simulation and optimization are becoming more popular. We developed a model that linked each and every service and specialty including A&E, and outpatient and inpatient services, with the aim of, (1) forecasting demand for all the specialties, (2) capturing all the uncertainties of patient pathway within a hospital setting using discrete event simulation, and (3) developing a linear optimization model to estimate the required bed capacity and staff needs of a mid-size hospital in England (using essential outputs from simulation). These results will bring a different perspective to key decision makers with a decision support tool for short and long term strategic planning to make rational and realistic plans, and highlight the benefits of hybrid models. © Operational Research Society 2019.",2021,2022-10-26 15:47:41,2022-10-31 15:22:39,,485-500,,3,72,,,,,,,,,,,,,Scopus,,,,,,,,discrete event simulation; Healthcare; decision support system; forecasting; integer linear programming; Yes,0,1,1,0,None,0,Unknown,Unknown,,,,,,,,
TM,,X3HPV7BY,journalArticle,2021,"Reese, K.; Avansino, J.; Brumm, M.; Martin, L.; Day, T.E.",Determining future capacity for an Ambulatory Surgical Center with discrete event simulation,International Journal of Healthcare Management,,,10.1080/20479700.2020.1720940,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078924316&doi=10.1080%2f20479700.2020.1720940&partnerID=40&md5=96798fe94b2357ecc4c12869a105a31c,"Background: Ambulatory Surgical Centers (ASC) are providing an increasing number of patients with care for outpatient surgery. They represent a step forward in efficiency and service compared with performing all outpatient surgeries in a hospital setting, allowing that capacity to be reserved for patients requiring hospital stays. When new ASCs are brought online, throughput capacity is either unknown, or estimated from construction schematics. Methods: A discrete event simulation was created to simulate the operations of the Seattle Children’s Bellevue ASC, and identify throughput capacity as the number of operating rooms was increased from three to four, while the Post-anesthesia care unit (PACU) remained constant at 14 beds. The model was queried to determine the number of patients who could receive care while minimizing the duration of crowding (occupancy 13 or greater) in the PACU, limiting mean total crowding time to one hour per week. Results: The simulation was validated against current practice, and determined that up to 50 patients per day can be scheduled through four operating rooms, and the resulting mean crowded time in the PACU would be limited to approximately 59 min. Discussion: DES allows hospitals to support strategic decision making through providing predictions of system performance under a variety of loading scenarios. This allows hospital management planners to inform operations with robust analysis and have confidence in the likely outcomes of policy. © 2020 Informa UK Limited, trading as Taylor & Francis Group.",2021,2022-10-26 15:47:41,2022-10-31 16:46:37,,920-925,,3,14,,,,,,,,,,,,,Scopus,,,,,,,,discrete event simulation; healthcare management; Ambulatory surgery center; capacity; pediatric surgery; Yes,0,1,1,0,None,0,MedModel,1,,,,,,,,
TM,,7GSD92FJ,journalArticle,2021,"Bolt, T.; Bayer, S.; Kapsali, M.; Brailsford, S.",An analytical framework for group simulation model building,Health Systems,,,10.1080/20476965.2020.1740613,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083559116&doi=10.1080%2f20476965.2020.1740613&partnerID=40&md5=199194aaac7afe104f76833584a7a790,"This paper presents a framework for understanding and improving the process of simulation model building involving a group of domain experts, classifying the different roles the model may play at various stages of its development. The framework consists of four different “object roles”, defined along two dimensions: a functional dimension (boundary object vs. representational object) and a knowledge dimension (epistemic object vs. technical object). A model can take different roles during the development process, e.g. for facilitating communication, for gaining insight into the real-world system, or for experimentation and policy evaluation. The use of the framework is illustrated by two case studies in healthcare. Its relevance and applicability are examined through a survey on model use. The survey was conducted among a group of modelling consultants with experience of using both discrete-event simulation and system dynamics within the NHS, and indicated the potential usefulness of the framework. © Operational Research Society 2020.",2021,2022-10-26 15:47:41,2022-10-31 15:26:54,,198-211,,3,10,,,,,,,,,,,,,Scopus,,,,,,,,simulation; health care; practice of OR; group model building; project management; Yes,0,1,0,,,,,,,,,,,,,Not a DES study - a survery and framework
TM,,JRBLF4VI,journalArticle,2021,"Shakoor, M.; Qureshi, M.R.; Jadayil, W.A.; Jaber, N.; Al-Nasra, M.",Application of discrete event simulation for performance evaluation in private healthcare: The case of a radiology department,International Journal of Healthcare Management,,,10.1080/20479700.2020.1757875,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084257965&doi=10.1080%2f20479700.2020.1757875&partnerID=40&md5=6e9ab6d43039f6528b4678c2ebc154cd,"Radiology departments face tremendous challenges to meet specific service requirements and reach an acceptable level of patients’ satisfaction. This requires dedicated management attention and effective decision-making process. It is of utmost importance for the management to evaluate the effectiveness of the applied strategies in comparison with the proposed strategies for the performance evaluation of resources. The main goal of this study is to evaluate the effectiveness of the applied and proposed management strategies for managing resources in a radiology department of private healthcare facilities. Data were collected regarding the service time and arrival rates. A model is constructed on the Arena simulation software to investigate different strategies of management in a private healthcare facility. The study evidenced that the newly applied strategy is more effective compared to the old one, but there is room for improvement in the services provided to treat all patients on the same day upon arrival with no rescheduled patients. The study demonstrated that the proposed strategy will enable the healthcare facility to treat all patients on the same day upon arrival with no rescheduled patients. In addition to that, the study revealed that the management of private healthcare facilities in Saudi Arabia is more efficient and effective compared to the management of the public healthcare facilities. The study also demonstrated how the Arena simulation software can be utilized to evaluate the effectiveness of the management decision-making process. © 2020 Informa UK Limited, trading as Taylor & Francis Group.",2021,2022-10-26 15:47:41,2022-10-31 15:28:09,,1303-1310,,4,14,,,,,,,,,,,,,Scopus,,,,,,,,Discrete event simulation; healthcare services; magnetic resonance imaging (MRI); radiology services effectiveness; Saudi Arabia; strategic decision-making; Yes,0,1,1,0,None,0,Arena,0,,,,,,,,
TM,,A2XUQJXW,book,2021,"Ramakurthi, V.B.; Manupati, V.; Panigrahi, S.; Varela, M.L.R.; Putnik, G.; Bose, P.S.C.","Modelling, analysis and simulation of a patient admission problem: A social network approach",,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089722262&doi=10.1007%2f978-3-030-49336-3_5&partnerID=40&md5=11e0a183a706f066e6036b81e436bb60,"Due to pressing demand for the quality of care and to maximize the patient satisfaction, traditional scheduling may not cater the needs of patient’s accessibility for mitigating the patient tardiness and social effects. This paper addresses, patient appointment scheduling problem (PASP) in a radiology department in southern India, as a case study. Due to partial precedence constraints between different modalities, the problem is formulated as a static, multi-stage/multi-server system. We proposed a novel social network analysis (SNA) based approach to examine the relationship between identified modalities and their influence with different examination type. To validate the results of SNA model, in a real time environment a simulation analysis is carried out by using FlexSim Healthcare software. Based on the empirical data collected from the radiology department, comparisons between the present condition of the department and the achieved results from proposed approach is performed through discrete event simulation model. The results indicate that the proposed approach has proved its effectiveness on the system performance by reducing the average total completion time of the system by 5% and 38% in patients waiting time. © The Editor(s) (if applicable) and The Author(s), under exclusive license to Springer Nature Switzerland AG 2021.",2021,2022-10-26 15:47:41,2022-11-01 10:20:07,,,41,,1179 AISC,,,,,,,,,,,,,Scopus,,,,Pages: 51 DOI: 10.1007/978-3-030-49336-3_5,,,,Appointment scheduling problem; Queuing models; Social network analysis; Yes,0,1,1,0,None,0,FlexSim,0,,,,,,,,
TM,,MHK9SWNG,journalArticle,2021,"Willis, M.; Nilsson, A.; Kellerborg, K.; Ball, P.; Roe, R.; Traina, S.; Beale, R.; Newell, I.",Cost-Effectiveness of Canagliflozin Added to Standard of Care for Treating Diabetic Kidney Disease (DKD) in Patients with Type 2 Diabetes Mellitus (T2DM) in England: Estimates Using the CREDEM-DKD Model,Diabetes Therapy,,,10.1007/s13300-020-00968-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097169853&doi=10.1007%2fs13300-020-00968-x&partnerID=40&md5=abfab4ee264cecd59411d40be3bb68c9,"Introduction: On the basis of reductions in diabetic kidney disease (DKD) progression and major adverse cardiovascular events observed in the landmark CREDENCE trial, canagliflozin 100 mg received an extension to its EU marketing authorisation in July 2020 to include the treatment of DKD in people with type 2 diabetes mellitus (T2DM) making it the first pharmacological therapy to receive regulatory authorisation for treatment of DKD since the RENAAL and IDNT trials in nearly 20 years. Efficient allocation of limited healthcare resources requires evaluation not only of clinical safety and efficacy but also economic consequences. The study aim was to estimate the cost-effectiveness of canagliflozin when added to current standard of care (SoC) versus SoC alone from the perspective of the NHS in England. Methods: A microsimulation model was developed using patient-level data from CREDENCE, including risk equations for the key clinical outcomes of start of dialysis, hospitalisation for heart failure, nonfatal myocardial infarction, nonfatal stroke, and all-cause mortality. DKD progression was modelled using estimated glomerular filtration rate and urinary albumin-to-creatinine ratio evolution equations. Risk for kidney transplant was sourced from UK-specific sources given the near absence of events in CREDENCE. Patient characteristics and treatment effects were sourced from CREDENCE. Unit costs (£2019) and disutility weights were sourced from the literature and discounted at 3.5% annually. The time horizon was 10 years in the base case, and sensitivity analysis was performed. Results: Canagliflozin was associated with sizable gains in life-years and quality-adjusted life-year (QALYs) over 10 years, with gains increasing with simulation duration. Cost offsets associated with reductions in cardiovascular and renal complications were sufficient to achieve overall net cost savings. The findings were generally confirmed in the sensitivity analyses. Conclusion: Model results suggest that adding canagliflozin 100 mg to SoC can improve patient outcomes while reducing overall net costs from the NHS perspective in England. Trial Registration: ClinicalTrials.gov identifier, NCT02065791. © 2020, The Author(s).",2021,2022-10-26 15:47:41,2022-10-31 16:35:50,,313-328,,1,12,,,,,,,,,,,,,Scopus,,,,,,,,Diabetes; Cost-effectiveness; Canagliflozin; Albuminuria; Chronic kidney disease (CKD); CREDENCE; Diabetic kidney disease (DKD); Diabetic nephropathy; Dialysis; Yes,0,1,1,0,ISPOR-SMDM,0,Excel,0,,,,,,,,Model described elsewhere https://link.springer.com/article/10.1007/s13300-020-00923-w
TM,,9TTJLBSK,journalArticle,2021,"Asgary, A.; Valtchev, S.Z.; Chen, M.; Najafabadi, M.M.; Wu, J.",Artificial intelligence model of drive-through vaccination simulation,International Journal of Environmental Research and Public Health,,,10.3390/ijerph18010268,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099046576&doi=10.3390%2fijerph18010268&partnerID=40&md5=b99165bfee20ecea27a270556cdd7828,"Planning for mass vaccination against SARS-Cov-2 is ongoing in many countries considering that vaccine will be available for the general public in the near future. Rapid mass vaccination while a pandemic is ongoing requires the use of traditional and new temporary vaccination clinics. Use of drive-through has been suggested as one of the possible effective temporary mass vaccinations among other methods. In this study, we present a machine learning model that has been developed based on a big dataset derived from 125K runs of a drive-through mass vaccination simulation tool. The results show that the model is able to reasonably well predict the key outputs of the simulation tool. Therefore, the model has been turned to an online application that can help mass vaccination planners to assess the outcomes of different types of drive-through mass vaccination facilities much faster. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",2021,2022-10-26 15:47:41,2022-10-31 15:29:03,,1-10,,1,18,,,,,,,,,,,,,Scopus,,,,,,,,Discrete event simulation; Drive-through; Mass vaccination; COVID-19 pandemic; Artificial intelligence; Yes,0,1,1,1,None,1,AnyLogic,0,,,,,AnyLogic Cloud,,,https://cloud.anylogic.com/model/583c2075-6a8b-41be-8a03-d692eba71683
TM,,TBHGMRMM,journalArticle,2021,"Ganz, M.L.; Chavan, A.; Dhanda, R.; Serbin, M.; Yonan, C.",Cost-effectiveness of valbenazine compared with deutetrabenazine for the treatment of tardive dyskinesia,Journal of Medical Economics,,,10.1080/13696998.2020.1867443,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099971440&doi=10.1080%2f13696998.2020.1867443&partnerID=40&md5=c9c70dca8986932248072850a7768c4e,"Aims: To evaluate clinical and economic outcomes associated with valbenazine compared with deutetrabenazine in patients with tardive dyskinesia (TD) using a model that accounts for multiple dimensions of patient health status. Materials and methods: A discretely integrated condition event model was developed to evaluate the cost-effectiveness of treatment with valbenazine and deutetrabenazine in a synthetic cohort of 1,000 patients with TD who were receiving antipsychotic medication to treat an underlying psychiatric disorder. Clinical inputs were derived from relevant clinical trials or from publicly available sources. Patients were assessed over 1 year using ≥50% improvement from baseline in Abnormal Involuntary Movement Scale (AIMS) total score as the primary definition of response. Response at 1 year using Clinical Global Impression of Change (CGIC) score ≤2 was also assessed. Health outcomes included quality-adjusted life years (QALYs), life years, proportion responding to treatment at 1 year, and number of psychiatric relapses. Results: Regardless of the definition used for response, patients treated with valbenazine were more likely to have responded to treatment at 1 year, lived longer, and accrued more QALYs than patients who received deutetrabenazine. Using the AIMS response criterion, the incremental cost-effectiveness ratio was $9,951/QALY for valbenazine compared with deutetrabenazine. By comparison, using the CGIC response criterion valbenazine dominated deutetrabenazine with valbenazine-treated patients accumulating more QALYs (3.4 vs 3.3 years) and incurring lower lifetime costs ($252,311 vs $283,208) than deutetrabenazine-treated patients. Limitations: There are no head-to-head trials of valbenazine and deutetrabenazine, so probabilities of response used in the model were calculated based on an indirect treatment comparison of results from individual trials with one drug or the other, using only those metrics reported across trials. Conclusions: In patients with TD, treatment with valbenazine is highly cost-effective compared with deutetrabenazine. © 2021 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",2021,2022-10-26 15:47:41,2022-10-31 16:44:37,,103-113,,1,24,,,,,,,,,,,,,Scopus,,,,,,,,cost effectiveness; deutetrabenazine; Tardive dyskinesia; valbenazine; VMAT2 inhibitors; Yes,0,1,0,,,,,,,,,,,,,Not DES.
TM,,KC8F9V5E,journalArticle,2021,"Hajłasz, M.; Mielczarek, B.",Simulation modelling for predicting hospital admissions and bed utilisation,Operations Research and Decisions,,,10.37190/ord200301,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100428915&doi=10.37190%2ford200301&partnerID=40&md5=cb6a757cc45a46ba0febf03dc55a6b9d,"Demographic research of the world population shows that societies are ageing. The ongoing changes in the population structure will require appropriate quantitative and qualitative adjustments in health services to meet the needs of society. Simulation methods turn out to be helpful in these kinds of analyses. In this paper, the authors present a case study on using discrete event simulation (DES) to support decision-making in the field of hospital bed management in the light of demographic changes. The case study was elaborated for one of the Polish district hospitals. A DES model was built to simulate admissions to two hospital wards: paediatric and geriatric. A series of experiments were carried out as based on real data extracted from the hospital database and forecasted demographic trends elaborated by the Central Statistical Office of Poland (CSO). The influence of demographic changes on hospital admissions in the chosen age-gender cohorts was explored, examining different variants of hospital bed availability. The results of the experiments show that demographic trends significantly influence healthcare admission and bed utilisation. The reduction in the number of admissions to the paediatric ward by about 6% results in a change in average bed utilisation from 57.90% to 54.06%. With about 12% more admissions to the geriatric ward, the change is from 68.88% to 75.59%. © 2020 The Author(s). Published by IOP Publishing Ltd",2021,2022-10-26 15:47:41,2022-11-01 10:42:27,,5-19,,3,30,,,,,,,,,,,,,Scopus,,,,,,,,Simulation modelling; Healthcare; Ageing; Bed management; Yes,0,1,1,0,None,0,Arena,0,,,,,,,,
TM,,S9MGDZXH,book,2021,"Silvina, A.; Redeker, G.; Webber, T.; Bowles, J.",A Simulation-Based Approach for the Behavioural Analysis of Cancer Pathways,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103540443&doi=10.1007%2f978-3-030-70650-0_4&partnerID=40&md5=74d35bc306131e19427b739d5f0cb226,"Cancer pathway is the name given to a patient’s journey from initial suspicion of cancer through to a confirmed diagnosis and, if applicable, the definition of a treatment plan. Typically, a cancer patient will undergo a series of procedures, which we designate as events, during their cancer care. The initial stage of the pathway, from suspected diagnosis to confirmed diagnosis and start of a treatment is called cancer waiting time (CWT). This paper focuses on the modelling and analysis of the CWT. Health boards are under pressure to ensure that the duration of CWT satisfies predefined targets. In this paper, we first create the visual representation of the pathway obtained from real patient data at a given health board, and then compare it with the standardised pathway considered by the board to find and flag a deviation in the execution of the cancer pathway. Next, we devise a discrete event simulation model for the cancer waiting time pathway. The input data is obtained from historical records of patients. The outcomes from this analysis highlight the pathway bottlenecks and transition times which may be used to reveal potential improvements for CWT in the future. © 2021, Springer Nature Switzerland AG.",2021,2022-10-26 15:47:41,2022-10-31 15:25:21,,,57,,12611 LNCS,,,,,,,,,,,,,Scopus,,,,Pages: 71 DOI: 10.1007/978-3-030-70650-0_4,,,,Discrete event simulation; Cancer pathway; Cancer waiting time; Process modelling; Yes,0,1,1,0,None,0,Salabim,1,,,,,,,,
TM,,XN9L62BG,book,2021,"Borgman, N.J.; Vliegen, I.M.H.; Hans, E.W.",Emergency Operating Room or Not?,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103601426&doi=10.1007%2f978-3-030-60212-3_7&partnerID=40&md5=d8453e764050db2487b8534e0ffd46ac,"Hospital operating theaters often face the problem of unscheduled emergency arrivals that should be treated as soon as possible. In practice different policies are used to allocate these emergency patients to the operating rooms. These policies are (1) keeping operating rooms empty and available for emergency arrivals; (2) treating emergency patients in elective operating rooms, postponing elective patients; and (3) a mix of these two policies. The use of a specific policy affects performance (e.g., utilization, waiting times, overtime). Currently, these effects are not clear, and there is no agreement on what works ‘best’ for a specific hospital. Using discrete-event simulation, we evaluate the policies for many case characteristics such as hospital size, patient case mix, and fraction of (emergency) patients. We gathered the simulation results in a tool called OR analyzer. This tool is made available online and allows healthcare practitioners to gain insight into the effects of the scheduling policies in settings similar to their specific hospital setting. In addition, this tool allows others researching emergency scheduling policies to frame their hospital settings and compare results. © 2021, Springer Nature Switzerland AG.",2021,2022-10-26 15:47:41,2022-10-31 16:56:08,,,111,,302,,,,International Series in Operations Research and Management Science,,,,,,,,,Scopus,,,,Pages: 128 DOI: 10.1007/978-3-030-60212-3_7,,,,Yes,0,1,1,0,None,0,Operating Room Manager,0,,,,,,,,Linked publication from 2008.  
TM,,6HH3DXU4,book,2021,"Cáceres-Flórez, C.A.; Rosário, J.M.; Amaya, D.",Smart Management of Telemedicine Rooms in an e-Hospital Emergency Department,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105668913&doi=10.1007%2f978-3-030-70111-6_4&partnerID=40&md5=b4dad9f1993280207f9300e5c6a0c311,"The rapidly growing population and the current global healthcare issues can take advantage of the ongoing technological improvements to enhance human life quality. In healthcare, the use of telemedicine can provide high-quality services for medical evaluation without location restrictions. Telemedicine can significantly improve service quality, personnel management, and resource utilization in the emergency department, reducing operational budget and problems like overcrowding. This chapter presents a dynamic personnel allocation system to manage a fluctuating number of remote physicians, opposite to traditional management practices. The proposed healthcare paradigm is based on telemedicine-based management, requiring a validation simulation tools Discrete Event Simulation (DES). This smart management system was solved using control theory techniques enhanced with soft-computing algorithms like Genetic and Memetic algorithms. This concept’s potential implementation requires extensive use of concepts like the Internet of Things (IoT), achieving an e-Hospital with a smart management system. This work most significant results were the Emergency Department service quality maximization and reduced operational costs under normal and abnormal conditions. The identified improvements were measured using different key performance indicators, which helped evaluate this proposal’s improvements quantitatively. Consequently, the service quality and personnel wellbeing were improved. This proposal presents a novel synergy between healthcare management and current disrupting technologies that belongs to the fourth industrial revolution. Likewise, it opens and spreads a consistent perspective of dynamic personnel shifting, integrating healthcare management concepts, telemedicine, automatic control, soft computing, IoT, Industry 4.0, and Health 4.0. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2021,2022-10-26 15:47:41,2022-11-01 10:44:23,,,65,,410,,,,Studies in Fuzziness and Soft Computing,,,,,,,,,Scopus,,,,Pages: 97 DOI: 10.1007/978-3-030-70111-6_4,,,,Discrete event simulation; Emergency department; Health 4.0; Smart hospital; Genetic algorithms; Memetic algorithms; Telemedicine; Yes,0,1,1,0,None,0,Matlab SimuLink,1,,,,,,,,
TM,,AGE46DFA,conferencePaper,2021,"Morgan, L.E.; Brooks, R.J.",Strategic decision making for the north west air ambulance charity using discrete event simulation,"Operational Research Society 10th Simulation Workshop, SW 2021 - Proceedings",,,10.36819/SW21.020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105858536&doi=10.36819%2fSW21.020&partnerID=40&md5=4ad9073d3b17124b0a7c7027901e84c4,"This paper is a preliminary investigation of the provision of enhanced emergency health care at night by North West Air Ambulance (NWAA). A discrete event simulation model of the current NWAA operational system is presented. This model is used to investigate the provision of NWAA services by an air ambulance vs. a rapid response vehicle. More widely, this model will be used within the scope of investigating what NWAA describe to be their 'optimal service hours'. © 2021 SW 2021. All rights reserved.",2021,2022-10-26 15:47:41,2022-11-01 10:45:20,,182-191,,,,,,,,,,,,,,,,Scopus,,,,,,,,Discrete event simulation; Air ambulance; Helicopter emergency medical service; Yes,0,1,1,0,None,0,Witness,0,,,,,,,,
